,title,stats,type,highlighted,home,away,match_id
5,Accurate long balls,"['30 (59%)', '46 (58%)']",text,away,30 (59%),46 (58%),2161972
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161972
7,Throws,"[14, 23]",text,away,14,23,2161972
0,Defence,"[None, None]",title,equal,,,2161972
1,Tackles won,"['16 (80%)', '8 (47%)']",text,home,16 (80%),8 (47%),2161972
2,Interceptions,"[15, 16]",text,away,15,16,2161972
3,Blocks,"[0, 0]",text,equal,0,0,2161972
4,Clearances,"[10, 12]",text,away,10,12,2161972
5,Keeper saves,"[6, 3]",text,home,6,3,2161972
0,Duels,"[None, None]",title,equal,,,2161972
1,Duels won,"[42, 58]",text,away,42,58,2161972
2,Ground duels won,"['35 (45%)', '43 (55%)']",text,away,35 (45%),43 (55%),2161972
3,Aerial duels won,"['7 (32%)', '15 (68%)']",text,away,7 (32%),15 (68%),2161972
4,Successful dribbles,"['6 (55%)', '6 (38%)']",text,equal,6 (55%),6 (38%),2161972
0,Discipline,"[None, None]",title,equal,,,2161972
1,Yellow cards,"[5, 1]",text,home,5.0,1.0,2161972
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161972
0,Ball possession,"[58, 42]",graph,home,58,42,2161974
1,Total shots,"[15, 6]",text,home,15,6,2161974
2,Big chances,"[2, 2]",text,equal,2,2,2161974
3,Big chances missed,"[1, 0]",text,away,1,0,2161974
4,Accurate passes,"['365 (79%)', '254 (72%)']",text,home,365 (79%),254 (72%),2161974
5,Fouls committed,"[12, 7]",text,away,12,7,2161974
6,Offsides,"[3, 4]",text,home,3,4,2161974
7,Corners,"[10, 3]",text,home,10,3,2161974
0,Shots,"[None, None]",title,equal,,,2161974
1,Total shots,"[15, 6]",text,home,15.0,6.0,2161974
2,Shots off target,"[6, 3]",text,home,6.0,3.0,2161974
3,Shots on target,"[4, 3]",text,home,4.0,3.0,2161974
4,Blocked shots,"[5, 0]",text,home,5.0,0.0,2161974
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2161974
6,Shots inside box,"[7, 4]",text,home,7.0,4.0,2161974
7,Shots outside box,"[8, 2]",text,home,8.0,2.0,2161974
0,Passes,"[None, None]",title,equal,,,2161974
1,Passes,"[463, 352]",text,home,463,352,2161974
2,Accurate passes,"['365 (79%)', '254 (72%)']",text,home,365 (79%),254 (72%),2161974
3,Own half,"[170, 98]",text,home,170,98,2161974
4,Opposition half,"[195, 156]",text,home,195,156,2161974
5,Accurate long balls,"['46 (56%)', '19 (31%)']",text,home,46 (56%),19 (31%),2161974
6,Accurate crosses,"['8 (24%)', '1 (25%)']",text,home,8 (24%),1 (25%),2161974
7,Throws,"[30, 26]",text,home,30,26,2161974
0,Defence,"[None, None]",title,equal,,,2161974
1,Tackles won,"['24 (89%)', '7 (54%)']",text,home,24 (89%),7 (54%),2161974
2,Interceptions,"[31, 27]",text,home,31,27,2161974
3,Blocks,"[0, 0]",text,equal,0,0,2161974
4,Clearances,"[5, 29]",text,away,5,29,2161974
5,Keeper saves,"[1, 3]",text,away,1,3,2161974
0,Duels,"[None, None]",title,equal,,,2161974
1,Duels won,"[51, 45]",text,home,51,45,2161974
2,Ground duels won,"['39 (56%)', '31 (44%)']",text,home,39 (56%),31 (44%),2161974
3,Aerial duels won,"['12 (46%)', '14 (54%)']",text,away,12 (46%),14 (54%),2161974
4,Successful dribbles,"['5 (33%)', '6 (40%)']",text,away,5 (33%),6 (40%),2161974
0,Discipline,"[None, None]",title,equal,,,2161974
1,Yellow cards,"[1, 1]",text,equal,1.0,1.0,2161974
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161974
0,Ball possession,"[66, 34]",graph,home,66,34,2161975
1,Total shots,"[17, 10]",text,home,17,10,2161975
2,Big chances,"[0, 0]",text,equal,0,0,2161975
3,Big chances missed,"[0, 0]",text,equal,0,0,2161975
4,Accurate passes,"['570 (87%)', '263 (76%)']",text,home,570 (87%),263 (76%),2161975
5,Fouls committed,"[8, 11]",text,home,8,11,2161975
6,Offsides,"[0, 3]",text,home,0,3,2161975
7,Corners,"[10, 2]",text,home,10,2,2161975
0,Shots,"[None, None]",title,equal,,,2161975
1,Total shots,"[17, 10]",text,home,17.0,10.0,2161975
2,Shots off target,"[6, 7]",text,away,6.0,7.0,2161975
3,Shots on target,"[4, 1]",text,home,4.0,1.0,2161975
4,Blocked shots,"[7, 2]",text,home,7.0,2.0,2161975
5,Hit woodwork,"[0, 1]",text,away,0.0,1.0,2161975
6,Shots inside box,"[11, 6]",text,home,11.0,6.0,2161975
7,Shots outside box,"[6, 4]",text,home,6.0,4.0,2161975
0,Passes,"[None, None]",title,equal,,,2161975
1,Passes,"[657, 348]",text,home,657,348,2161975
2,Accurate passes,"['570 (87%)', '263 (76%)']",text,home,570 (87%),263 (76%),2161975
3,Own half,"[0, 0]",text,equal,0,0,2161975
4,Opposition half,"[301, 164]",text,home,301,164,2161975
5,Accurate long balls,"['40 (63%)', '41 (53%)']",text,away,40 (63%),41 (53%),2161975
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161975
7,Throws,"[19, 11]",text,home,19,11,2161975
0,Defence,"[None, None]",title,equal,,,2161975
1,Tackles won,"['7 (88%)', '14 (82%)']",text,away,7 (88%),14 (82%),2161975
2,Interceptions,"[20, 15]",text,home,20,15,2161975
3,Blocks,"[0, 0]",text,equal,0,0,2161975
4,Clearances,"[4, 20]",text,away,4,20,2161975
5,Keeper saves,"[0, 3]",text,away,0,3,2161975
0,Duels,"[None, None]",title,equal,,,2161975
1,Duels won,"[39, 39]",text,equal,39,39,2161975
2,Ground duels won,"['22 (48%)', '24 (52%)']",text,away,22 (48%),24 (52%),2161975
3,Aerial duels won,"['17 (53%)', '15 (47%)']",text,home,17 (53%),15 (47%),2161975
4,Successful dribbles,"['6 (46%)', '2 (40%)']",text,home,6 (46%),2 (40%),2161975
0,Discipline,"[None, None]",title,equal,,,2161975
1,Yellow cards,"[0, 3]",text,away,0.0,3.0,2161975
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161975
0,Ball possession,"[51, 49]",graph,home,51,49,2161976
1,Total shots,"[20, 16]",text,home,20,16,2161976
2,Big chances,"[0, 0]",text,equal,0,0,2161976
3,Big chances missed,"[0, 0]",text,equal,0,0,2161976
4,Accurate passes,"['333 (79%)', '309 (79%)']",text,home,333 (79%),309 (79%),2161976
5,Fouls committed,"[10, 11]",text,home,10,11,2161976
6,Offsides,"[5, 2]",text,away,5,2,2161976
7,Corners,"[5, 7]",text,away,5,7,2161976
0,Shots,"[None, None]",title,equal,,,2161976
1,Total shots,"[20, 16]",text,home,20.0,16.0,2161976
2,Shots off target,"[9, 5]",text,home,9.0,5.0,2161976
3,Shots on target,"[8, 4]",text,home,8.0,4.0,2161976
4,Blocked shots,"[3, 7]",text,away,3.0,7.0,2161976
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2161976
6,Shots inside box,"[12, 9]",text,home,12.0,9.0,2161976
7,Shots outside box,"[8, 7]",text,home,8.0,7.0,2161976
0,Passes,"[None, None]",title,equal,,,2161976
1,Passes,"[421, 393]",text,home,421,393,2161976
2,Accurate passes,"['333 (79%)', '309 (79%)']",text,home,333 (79%),309 (79%),2161976
3,Own half,"[0, 0]",text,equal,0,0,2161976
4,Opposition half,"[174, 167]",text,home,174,167,2161976
5,Accurate long balls,"['24 (39%)', '37 (49%)']",text,away,24 (39%),37 (49%),2161976
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161976
7,Throws,"[11, 11]",text,equal,11,11,2161976
0,Defence,"[None, None]",title,equal,,,2161976
1,Tackles won,"['15 (65%)', '9 (60%)']",text,home,15 (65%),9 (60%),2161976
2,Interceptions,"[19, 13]",text,home,19,13,2161976
3,Blocks,"[0, 0]",text,equal,0,0,2161976
4,Clearances,"[14, 9]",text,home,14,9,2161976
5,Keeper saves,"[2, 4]",text,away,2,4,2161976
0,Duels,"[None, None]",title,equal,,,2161976
1,Duels won,"[49, 39]",text,home,49,39,2161976
2,Ground duels won,"['39 (56%)', '31 (44%)']",text,home,39 (56%),31 (44%),2161976
3,Aerial duels won,"['10 (56%)', '8 (44%)']",text,home,10 (56%),8 (44%),2161976
4,Successful dribbles,"['7 (64%)', '7 (37%)']",text,equal,7 (64%),7 (37%),2161976
0,Discipline,"[None, None]",title,equal,,,2161976
1,Yellow cards,"[1, 4]",text,away,1.0,4.0,2161976
2,Red cards,"[0, 1]",text,away,0.0,1.0,2161976
0,Ball possession,"[53, 47]",graph,home,53,47,2161977
1,Total shots,"[9, 12]",text,away,9,12,2161977
2,Big chances,"[0, 0]",text,equal,0,0,2161977
3,Big chances missed,"[0, 0]",text,equal,0,0,2161977
4,Accurate passes,"['363 (83%)', '310 (82%)']",text,home,363 (83%),310 (82%),2161977
5,Fouls committed,"[10, 9]",text,away,10,9,2161977
6,Offsides,"[2, 2]",text,equal,2,2,2161977
7,Corners,"[6, 5]",text,home,6,5,2161977
0,Shots,"[None, None]",title,equal,,,2161977
1,Total shots,"[9, 12]",text,away,9.0,12.0,2161977
2,Shots off target,"[5, 6]",text,away,5.0,6.0,2161977
3,Shots on target,"[3, 3]",text,equal,3.0,3.0,2161977
4,Blocked shots,"[1, 3]",text,away,1.0,3.0,2161977
5,Hit woodwork,"[1, 1]",text,equal,1.0,1.0,2161977
6,Shots inside box,"[8, 7]",text,home,8.0,7.0,2161977
7,Shots outside box,"[2, 5]",text,away,2.0,5.0,2161977
0,Passes,"[None, None]",title,equal,,,2161977
1,Passes,"[439, 380]",text,home,439,380,2161977
2,Accurate passes,"['363 (83%)', '310 (82%)']",text,home,363 (83%),310 (82%),2161977
3,Own half,"[0, 0]",text,equal,0,0,2161977
4,Opposition half,"[169, 180]",text,away,169,180,2161977
5,Accurate long balls,"['54 (67%)', '37 (52%)']",text,home,54 (67%),37 (52%),2161977
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161977
7,Throws,"[21, 17]",text,home,21,17,2161977
0,Defence,"[None, None]",title,equal,,,2161977
1,Tackles won,"['11 (69%)', '11 (61%)']",text,equal,11 (69%),11 (61%),2161977
2,Interceptions,"[14, 9]",text,home,14,9,2161977
3,Blocks,"[0, 0]",text,equal,0,0,2161977
4,Clearances,"[16, 10]",text,home,16,10,2161977
5,Keeper saves,"[2, 3]",text,away,2,3,2161977
0,Duels,"[None, None]",title,equal,,,2161977
1,Duels won,"[36, 37]",text,away,36,37,2161977
2,Ground duels won,"['25 (42%)', '34 (58%)']",text,away,25 (42%),34 (58%),2161977
3,Aerial duels won,"['11 (79%)', '3 (21%)']",text,home,11 (79%),3 (21%),2161977
4,Successful dribbles,"['1 (9%)', '6 (50%)']",text,away,1 (9%),6 (50%),2161977
0,Discipline,"[None, None]",title,equal,,,2161977
1,Yellow cards,"[0, 1]",text,away,0.0,1.0,2161977
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161977
0,Ball possession,"[56, 44]",graph,home,56,44,2161978
1,Total shots,"[10, 9]",text,home,10,9,2161978
2,Big chances,"[0, 0]",text,equal,0,0,2161978
3,Big chances missed,"[0, 0]",text,equal,0,0,2161978
4,Accurate passes,"['307 (75%)', '224 (70%)']",text,home,307 (75%),224 (70%),2161978
5,Fouls committed,"[17, 12]",text,away,17,12,2161978
6,Offsides,"[1, 1]",text,equal,1,1,2161978
7,Corners,"[8, 6]",text,home,8,6,2161978
0,Shots,"[None, None]",title,equal,,,2161978
1,Total shots,"[10, 9]",text,home,10.0,9.0,2161978
2,Shots off target,"[5, 2]",text,home,5.0,2.0,2161978
3,Shots on target,"[4, 5]",text,away,4.0,5.0,2161978
4,Blocked shots,"[1, 2]",text,away,1.0,2.0,2161978
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2161978
6,Shots inside box,"[7, 7]",text,equal,7.0,7.0,2161978
7,Shots outside box,"[3, 2]",text,home,3.0,2.0,2161978
0,Passes,"[None, None]",title,equal,,,2161978
1,Passes,"[411, 319]",text,home,411,319,2161978
2,Accurate passes,"['307 (75%)', '224 (70%)']",text,home,307 (75%),224 (70%),2161978
3,Own half,"[0, 0]",text,equal,0,0,2161978
4,Opposition half,"[164, 160]",text,home,164,160,2161978
5,Accurate long balls,"['43 (56%)', '33 (46%)']",text,home,43 (56%),33 (46%),2161978
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161978
7,Throws,"[12, 8]",text,home,12,8,2161978
0,Defence,"[None, None]",title,equal,,,2161978
1,Tackles won,"['9 (53%)', '19 (73%)']",text,away,9 (53%),19 (73%),2161978
2,Interceptions,"[21, 24]",text,away,21,24,2161978
3,Blocks,"[0, 0]",text,equal,0,0,2161978
4,Clearances,"[12, 24]",text,away,12,24,2161978
5,Keeper saves,"[3, 2]",text,home,3,2,2161978
0,Duels,"[None, None]",title,equal,,,2161978
1,Duels won,"[47, 69]",text,away,47,69,2161978
2,Ground duels won,"['33 (42%)', '46 (58%)']",text,away,33 (42%),46 (58%),2161978
3,Aerial duels won,"['14 (38%)', '23 (62%)']",text,away,14 (38%),23 (62%),2161978
4,Successful dribbles,"['6 (38%)', '3 (100%)']",text,home,6 (38%),3 (100%),2161978
0,Discipline,"[None, None]",title,equal,,,2161978
1,Yellow cards,"[4, 2]",text,home,4.0,2.0,2161978
2,Red cards,"[1, 0]",text,home,1.0,0.0,2161978
0,Ball possession,"[56, 44]",graph,home,56,44,2161992
1,Total shots,"[20, 8]",text,home,20,8,2161992
2,Big chances,"[0, 0]",text,equal,0,0,2161992
3,Big chances missed,"[0, 0]",text,equal,0,0,2161992
4,Accurate passes,"['371 (81%)', '264 (72%)']",text,home,371 (81%),264 (72%),2161992
5,Fouls committed,"[6, 14]",text,home,6,14,2161992
6,Offsides,"[5, 1]",text,away,5,1,2161992
7,Corners,"[5, 5]",text,equal,5,5,2161992
0,Shots,"[None, None]",title,equal,,,2161992
1,Total shots,"[20, 8]",text,home,20.0,8.0,2161992
2,Shots off target,"[9, 2]",text,home,9.0,2.0,2161992
3,Shots on target,"[6, 2]",text,home,6.0,2.0,2161992
4,Blocked shots,"[5, 4]",text,home,5.0,4.0,2161992
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2161992
6,Shots inside box,"[15, 8]",text,home,15.0,8.0,2161992
7,Shots outside box,"[5, 1]",text,home,5.0,1.0,2161992
0,Passes,"[None, None]",title,equal,,,2161992
1,Passes,"[458, 367]",text,home,458,367,2161992
2,Accurate passes,"['371 (81%)', '264 (72%)']",text,home,371 (81%),264 (72%),2161992
3,Own half,"[0, 0]",text,equal,0,0,2161992
4,Opposition half,"[165, 117]",text,home,165,117,2161992
5,Accurate long balls,"['26 (52%)', '42 (45%)']",text,away,26 (52%),42 (45%),2161992
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161992
7,Throws,"[22, 27]",text,away,22,27,2161992
0,Defence,"[None, None]",title,equal,,,2161992
1,Tackles won,"['16 (70%)', '12 (52%)']",text,home,16 (70%),12 (52%),2161992
2,Interceptions,"[20, 15]",text,home,20,15,2161992
3,Blocks,"[0, 0]",text,equal,0,0,2161992
4,Clearances,"[7, 15]",text,away,7,15,2161992
5,Keeper saves,"[0, 3]",text,away,0,3,2161992
0,Duels,"[None, None]",title,equal,,,2161992
1,Duels won,"[57, 39]",text,home,57,39,2161992
2,Ground duels won,"['46 (56%)', '36 (44%)']",text,home,46 (56%),36 (44%),2161992
3,Aerial duels won,"['11 (79%)', '3 (21%)']",text,home,11 (79%),3 (21%),2161992
4,Successful dribbles,"['12 (50%)', '7 (70%)']",text,home,12 (50%),7 (70%),2161992
0,Discipline,"[None, None]",title,equal,,,2161992
1,Yellow cards,"[1, 4]",text,away,1.0,4.0,2161992
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161992
0,Ball possession,"[49, 51]",graph,away,49,51,2161993
1,Total shots,"[10, 8]",text,home,10,8,2161993
2,Big chances,"[0, 0]",text,equal,0,0,2161993
3,Big chances missed,"[0, 0]",text,equal,0,0,2161993
4,Accurate passes,"['297 (72%)', '306 (71%)']",text,away,297 (72%),306 (71%),2161993
5,Fouls committed,"[13, 19]",text,home,13,19,2161993
6,Offsides,"[1, 0]",text,away,1,0,2161993
7,Corners,"[2, 1]",text,home,2,1,2161993
0,Shots,"[None, None]",title,equal,,,2161993
1,Total shots,"[10, 8]",text,home,10.0,8.0,2161993
2,Shots off target,"[3, 4]",text,away,3.0,4.0,2161993
3,Shots on target,"[5, 3]",text,home,5.0,3.0,2161993
4,Blocked shots,"[2, 1]",text,home,2.0,1.0,2161993
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2161993
6,Shots inside box,"[5, 4]",text,home,5.0,4.0,2161993
7,Shots outside box,"[5, 4]",text,home,5.0,4.0,2161993
0,Passes,"[None, None]",title,equal,,,2161993
1,Passes,"[411, 432]",text,away,411,432,2161993
2,Accurate passes,"['297 (72%)', '306 (71%)']",text,away,297 (72%),306 (71%),2161993
3,Own half,"[0, 0]",text,equal,0,0,2161993
4,Opposition half,"[108, 164]",text,away,108,164,2161993
5,Accurate long balls,"['32 (44%)', '35 (36%)']",text,away,32 (44%),35 (36%),2161993
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161993
7,Throws,"[18, 22]",text,away,18,22,2161993
0,Defence,"[None, None]",title,equal,,,2161993
1,Tackles won,"['12 (71%)', '13 (68%)']",text,away,12 (71%),13 (68%),2161993
2,Interceptions,"[23, 19]",text,home,23,19,2161993
3,Blocks,"[0, 0]",text,equal,0,0,2161993
4,Clearances,"[5, 7]",text,away,5,7,2161993
5,Keeper saves,"[2, 4]",text,away,2,4,2161993
0,Duels,"[None, None]",title,equal,,,2161993
1,Duels won,"[53, 55]",text,away,53,55,2161993
2,Ground duels won,"['38 (48%)', '41 (52%)']",text,away,38 (48%),41 (52%),2161993
3,Aerial duels won,"['15 (52%)', '14 (48%)']",text,home,15 (52%),14 (48%),2161993
4,Successful dribbles,"['4 (44%)', '9 (64%)']",text,away,4 (44%),9 (64%),2161993
0,Discipline,"[None, None]",title,equal,,,2161993
1,Yellow cards,"[1, 0]",text,home,1.0,0.0,2161993
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161993
0,Ball possession,"[63, 37]",graph,home,63,37,2161994
1,Total shots,"[1, 15]",text,away,1,15,2161994
2,Big chances,"[0, 0]",text,equal,0,0,2161994
3,Big chances missed,"[0, 0]",text,equal,0,0,2161994
4,Accurate passes,"['483 (84%)', '230 (72%)']",text,home,483 (84%),230 (72%),2161994
5,Fouls committed,"[9, 12]",text,home,9,12,2161994
6,Offsides,"[3, 1]",text,away,3,1,2161994
7,Corners,"[0, 8]",text,away,0,8,2161994
0,Shots,"[None, None]",title,equal,,,2161994
1,Total shots,"[1, 15]",text,away,1.0,15.0,2161994
2,Shots off target,"[0, 8]",text,away,0.0,8.0,2161994
3,Shots on target,"[0, 4]",text,away,0.0,4.0,2161994
4,Blocked shots,"[1, 3]",text,away,1.0,3.0,2161994
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2161994
6,Shots inside box,"[1, 8]",text,away,1.0,8.0,2161994
7,Shots outside box,"[0, 7]",text,away,0.0,7.0,2161994
0,Passes,"[None, None]",title,equal,,,2161994
1,Passes,"[572, 319]",text,home,572,319,2161994
2,Accurate passes,"['483 (84%)', '230 (72%)']",text,home,483 (84%),230 (72%),2161994
3,Own half,"[0, 0]",text,equal,0,0,2161994
4,Opposition half,"[212, 151]",text,home,212,151,2161994
5,Accurate long balls,"['43 (54%)', '45 (56%)']",text,away,43 (54%),45 (56%),2161994
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161994
7,Throws,"[23, 17]",text,home,23,17,2161994
0,Defence,"[None, None]",title,equal,,,2161994
1,Tackles won,"['6 (46%)', '16 (89%)']",text,away,6 (46%),16 (89%),2161994
2,Interceptions,"[16, 21]",text,away,16,21,2161994
3,Blocks,"[0, 0]",text,equal,0,0,2161994
4,Clearances,"[16, 13]",text,home,16,13,2161994
5,Keeper saves,"[4, 0]",text,home,4,0,2161994
0,Duels,"[None, None]",title,equal,,,2161994
1,Duels won,"[44, 42]",text,home,44,42,2161994
2,Ground duels won,"['30 (52%)', '28 (48%)']",text,home,30 (52%),28 (48%),2161994
3,Aerial duels won,"['14 (50%)', '14 (50%)']",text,equal,14 (50%),14 (50%),2161994
4,Successful dribbles,"['5 (45%)', '2 (67%)']",text,home,5 (45%),2 (67%),2161994
0,Discipline,"[None, None]",title,equal,,,2161994
1,Yellow cards,"[2, 1]",text,home,2.0,1.0,2161994
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161994
0,Ball possession,"[56, 44]",graph,home,56,44,2162024
1,Total shots,"[19, 3]",text,home,19,3,2162024
2,Big chances,"[0, 0]",text,equal,0,0,2162024
3,Big chances missed,"[0, 0]",text,equal,0,0,2162024
4,Accurate passes,"['452 (86%)', '324 (81%)']",text,home,452 (86%),324 (81%),2162024
5,Fouls committed,"[15, 11]",text,away,15,11,2162024
6,Offsides,"[3, 0]",text,away,3,0,2162024
7,Corners,"[10, 5]",text,home,10,5,2162024
0,Shots,"[None, None]",title,equal,,,2162024
1,Total shots,"[19, 3]",text,home,19.0,3.0,2162024
2,Shots off target,"[5, 1]",text,home,5.0,1.0,2162024
3,Shots on target,"[10, 0]",text,home,10.0,0.0,2162024
4,Blocked shots,"[4, 2]",text,home,4.0,2.0,2162024
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2162024
6,Shots inside box,"[15, 0]",text,home,15.0,0.0,2162024
7,Shots outside box,"[4, 3]",text,home,4.0,3.0,2162024
0,Passes,"[None, None]",title,equal,,,2162024
1,Passes,"[525, 399]",text,home,525,399,2162024
2,Accurate passes,"['452 (86%)', '324 (81%)']",text,home,452 (86%),324 (81%),2162024
3,Own half,"[0, 0]",text,equal,0,0,2162024
4,Opposition half,"[204, 128]",text,home,204,128,2162024
5,Accurate long balls,"['36 (60%)', '18 (37%)']",text,home,36 (60%),18 (37%),2162024
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2162024
7,Throws,"[18, 11]",text,home,18,11,2162024
0,Defence,"[None, None]",title,equal,,,2162024
1,Tackles won,"['9 (75%)', '13 (68%)']",text,away,9 (75%),13 (68%),2162024
2,Interceptions,"[11, 17]",text,away,11,17,2162024
3,Blocks,"[0, 0]",text,equal,0,0,2162024
4,Clearances,"[7, 7]",text,equal,7,7,2162024
5,Keeper saves,"[0, 6]",text,away,0,6,2162024
0,Duels,"[None, None]",title,equal,,,2162024
1,Duels won,"[37, 39]",text,away,37,39,2162024
2,Ground duels won,"['29 (44%)', '37 (56%)']",text,away,29 (44%),37 (56%),2162024
3,Aerial duels won,"['8 (80%)', '2 (20%)']",text,home,8 (80%),2 (20%),2162024
4,Successful dribbles,"['7 (64%)', '4 (40%)']",text,home,7 (64%),4 (40%),2162024
0,Discipline,"[None, None]",title,equal,,,2162024
1,Yellow cards,"[3, 2]",text,home,3.0,2.0,2162024
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2162024
0,Ball possession,"[63, 37]",graph,home,63,37,2162025
1,Total shots,"[14, 8]",text,home,14,8,2162025
2,Big chances,"[0, 0]",text,equal,0,0,2162025
3,Big chances missed,"[0, 0]",text,equal,0,0,2162025
4,Accurate passes,"['434 (87%)', '215 (73%)']",text,home,434 (87%),215 (73%),2162025
5,Fouls committed,"[10, 13]",text,home,10,13,2162025
6,Offsides,"[4, 0]",text,away,4,0,2162025
7,Corners,"[5, 2]",text,home,5,2,2162025
0,Shots,"[None, None]",title,equal,,,2162025
1,Total shots,"[14, 8]",text,home,14.0,8.0,2162025
2,Shots off target,"[8, 5]",text,home,8.0,5.0,2162025
3,Shots on target,"[4, 2]",text,home,4.0,2.0,2162025
4,Blocked shots,"[2, 1]",text,home,2.0,1.0,2162025
5,Hit woodwork,"[0, 2]",text,away,0.0,2.0,2162025
6,Shots inside box,"[7, 5]",text,home,7.0,5.0,2162025
7,Shots outside box,"[7, 3]",text,home,7.0,3.0,2162025
0,Passes,"[None, None]",title,equal,,,2162025
1,Passes,"[501, 294]",text,home,501,294,2162025
2,Accurate passes,"['434 (87%)', '215 (73%)']",text,home,434 (87%),215 (73%),2162025
3,Own half,"[0, 0]",text,equal,0,0,2162025
4,Opposition half,"[197, 135]",text,home,197,135,2162025
5,Accurate long balls,"['37 (63%)', '30 (49%)']",text,home,37 (63%),30 (49%),2162025
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2162025
7,Throws,"[24, 15]",text,home,24,15,2162025
0,Defence,"[None, None]",title,equal,,,2162025
1,Tackles won,"['8 (57%)', '12 (80%)']",text,away,8 (57%),12 (80%),2162025
2,Interceptions,"[13, 10]",text,home,13,10,2162025
3,Blocks,"[0, 0]",text,equal,0,0,2162025
4,Clearances,"[10, 9]",text,home,10,9,2162025
5,Keeper saves,"[2, 4]",text,away,2,4,2162025
0,Duels,"[None, None]",title,equal,,,2162025
1,Duels won,"[34, 43]",text,away,34,43,2162025
2,Ground duels won,"['27 (46%)', '32 (54%)']",text,away,27 (46%),32 (54%),2162025
3,Aerial duels won,"['7 (39%)', '11 (61%)']",text,away,7 (39%),11 (61%),2162025
4,Successful dribbles,"['1 (25%)', '8 (67%)']",text,away,1 (25%),8 (67%),2162025
0,Discipline,"[None, None]",title,equal,,,2162025
1,Yellow cards,"[1, 1]",text,equal,1.0,1.0,2162025
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2162025
